conflict_phase,total_fare_usd
Ukraine War Shock,734.5
Ukraine War Shock,762.79
Ukraine War Shock,760.65
Ukraine War Shock,796.85
Ukraine War Shock,643.52
Ukraine War Shock,732.8
Ukraine War Shock,638.57
Ukraine War Shock,716.75
Ukraine War Shock,648.6
Ukraine War Shock,668.68
Stabilisation,533.04
Stabilisation,542.36
Stabilisation,530.59
Stabilisation,508.27
Stabilisation,598.08
Stabilisation,543.86
Stabilisation,573.33
Stabilisation,561.89
Stabilisation,567.99
Gaza-Israel Conflict,468.68
Gaza-Israel Conflict,498.26
Gaza-Israel Conflict,515.29
Gaza-Israel Conflict,513.87
Gaza-Israel Conflict,507.2
Gaza-Israel Conflict,514.11
Gaza-Israel Conflict,520.08
Gaza-Israel Conflict,497.25
Gaza-Israel Conflict,564.31
Gaza-Israel Conflict,534.04
Gaza-Israel Conflict,504.52
Gaza-Israel Conflict,550.94
Gaza-Israel Conflict,562.72
Gaza-Israel Conflict,493.41
Pre-Iran Escalation,493.36
Pre-Iran Escalation,534.9
Pre-Iran Escalation,660.35
Pre-Iran Escalation,496.97
Pre-Iran Escalation,614.77
Pre-Iran Escalation,574.41
Pre-Iran Escalation,520.13
Pre-Iran Escalation,544.85
Pre-Iran Escalation,497.36
Pre-Iran Escalation,534.98
Pre-Iran Escalation,524.48
Pre-Iran Escalation,528.91
US-Iran War Conflict,992.64
US-Iran War Conflict,939.34
US-Iran War Conflict,1185.71
US-Iran War Conflict,1117.88
Pre-Pandemic Baseline,56.32
Pre-Pandemic Baseline,62.07
Pre-Pandemic Baseline,62.38
Pre-Pandemic Baseline,61.61
Pre-Pandemic Baseline,62.56
Pre-Pandemic Baseline,55.69
Pre-Pandemic Baseline,57.18
Pre-Pandemic Baseline,70.98
Pre-Pandemic Baseline,60.42
Pre-Pandemic Baseline,61.8
Pre-Pandemic Baseline,58.29
Pre-Pandemic Baseline,57.61
Pre-Pandemic Baseline,65.5
Pre-Pandemic Baseline,62.13
COVID-19 Collapse,15.45
COVID-19 Collapse,21.2
COVID-19 Collapse,23.98
COVID-19 Collapse,31.08
COVID-19 Collapse,23.42
COVID-19 Collapse,16.7
COVID-19 Collapse,19.86
COVID-19 Collapse,15.71
COVID-19 Collapse,25.63
COVID-19 Collapse,22.86
COVID-19 Collapse,20.6
COVID-19 Collapse,28.34
COVID-19 Collapse,18.03
COVID-19 Collapse,18.59
COVID-19 Collapse,33.16
Recovery & Surge,79.49
Recovery & Surge,78.77
Recovery & Surge,77.38
Recovery & Surge,81.36
Recovery & Surge,90.37
Recovery & Surge,80.25
Recovery & Surge,79.31
Recovery & Surge,84.36
Recovery & Surge,74.21
Ukraine War Shock,98.57
Ukraine War Shock,102.89
Ukraine War Shock,98.86
Ukraine War Shock,99.88
Ukraine War Shock,85.35
Ukraine War Shock,94.0
Ukraine War Shock,80.17
Ukraine War Shock,96.58
Ukraine War Shock,83.95
Ukraine War Shock,90.2
Stabilisation,68.89
Stabilisation,58.67
Stabilisation,75.4
Stabilisation,62.47
Stabilisation,68.91
Stabilisation,75.98
Stabilisation,67.53
Stabilisation,62.57
Stabilisation,66.53
Gaza-Israel Conflict,65.16
Gaza-Israel Conflict,62.08
Gaza-Israel Conflict,71.47
Gaza-Israel Conflict,61.14
Gaza-Israel Conflict,68.29
Gaza-Israel Conflict,68.68
Gaza-Israel Conflict,73.74
Gaza-Israel Conflict,63.91
Gaza-Israel Conflict,62.98
Gaza-Israel Conflict,70.13
Gaza-Israel Conflict,68.8
Gaza-Israel Conflict,64.74
Gaza-Israel Conflict,67.2
Gaza-Israel Conflict,74.28
Pre-Iran Escalation,65.4
Pre-Iran Escalation,70.68
Pre-Iran Escalation,70.36
Pre-Iran Escalation,70.41
Pre-Iran Escalation,75.71
Pre-Iran Escalation,64.42
Pre-Iran Escalation,65.5
Pre-Iran Escalation,72.72
Pre-Iran Escalation,70.53
Pre-Iran Escalation,76.91
Pre-Iran Escalation,67.37
Pre-Iran Escalation,78.74
US-Iran War Conflict,144.28
US-Iran War Conflict,144.96
US-Iran War Conflict,139.43
US-Iran War Conflict,151.93
Pre-Pandemic Baseline,168.33
Pre-Pandemic Baseline,182.44
Pre-Pandemic Baseline,168.84
Pre-Pandemic Baseline,196.83
Pre-Pandemic Baseline,169.92
Pre-Pandemic Baseline,174.82
Pre-Pandemic Baseline,180.75
Pre-Pandemic Baseline,175.09
Pre-Pandemic Baseline,182.77
Pre-Pandemic Baseline,193.09
Pre-Pandemic Baseline,154.71
Pre-Pandemic Baseline,164.79
Pre-Pandemic Baseline,178.06
Pre-Pandemic Baseline,167.82
COVID-19 Collapse,68.29
COVID-19 Collapse,49.88
COVID-19 Collapse,41.01
COVID-19 Collapse,66.42
COVID-19 Collapse,54.46
COVID-19 Collapse,54.89
COVID-19 Collapse,54.94
COVID-19 Collapse,66.91
COVID-19 Collapse,50.58
COVID-19 Collapse,76.77
COVID-19 Collapse,83.34
COVID-19 Collapse,93.05
COVID-19 Collapse,97.45
COVID-19 Collapse,60.95
COVID-19 Collapse,98.42
Recovery & Surge,224.73
Recovery & Surge,229.27
Recovery & Surge,195.33
Recovery & Surge,226.93
Recovery & Surge,259.94
Recovery & Surge,229.51
Recovery & Surge,251.26
Recovery & Surge,185.8
Recovery & Surge,231.12
Ukraine War Shock,312.19
Ukraine War Shock,280.3
Ukraine War Shock,301.65
Ukraine War Shock,260.51
Ukraine War Shock,262.23
Ukraine War Shock,275.0
Ukraine War Shock,267.18
Ukraine War Shock,265.71
Ukraine War Shock,234.35
Ukraine War Shock,249.65
Stabilisation,189.31
Stabilisation,167.12
Stabilisation,228.42
Stabilisation,182.88
Stabilisation,208.26
Stabilisation,208.11
Stabilisation,204.63
Stabilisation,189.1
Stabilisation,191.69
Gaza-Israel Conflict,184.28
Gaza-Israel Conflict,179.58
Gaza-Israel Conflict,178.64
Gaza-Israel Conflict,176.49
Gaza-Israel Conflict,189.42
Gaza-Israel Conflict,191.86
Gaza-Israel Conflict,192.23
Gaza-Israel Conflict,190.81
Gaza-Israel Conflict,185.23
Gaza-Israel Conflict,178.65
Gaza-Israel Conflict,195.17
Gaza-Israel Conflict,191.1
Gaza-Israel Conflict,226.97
Gaza-Israel Conflict,209.08
Pre-Iran Escalation,188.11
Pre-Iran Escalation,185.23
Pre-Iran Escalation,205.96
Pre-Iran Escalation,189.57
Pre-Iran Escalation,223.41
Pre-Iran Escalation,228.79
Pre-Iran Escalation,200.75
Pre-Iran Escalation,200.77
Pre-Iran Escalation,199.45
Pre-Iran Escalation,202.65
Pre-Iran Escalation,215.43
Pre-Iran Escalation,207.04
US-Iran War Conflict,491.25
US-Iran War Conflict,442.6
US-Iran War Conflict,492.69
US-Iran War Conflict,535.11
Pre-Pandemic Baseline,3280.24
Pre-Pandemic Baseline,3174.15
Pre-Pandemic Baseline,2527.99
Pre-Pandemic Baseline,2937.91
Pre-Pandemic Baseline,2830.41
Pre-Pandemic Baseline,3022.59
Pre-Pandemic Baseline,2987.35
Pre-Pandemic Baseline,3078.74
Pre-Pandemic Baseline,2807.65
Pre-Pandemic Baseline,2838.45
Pre-Pandemic Baseline,3013.12
Pre-Pandemic Baseline,3080.05
Pre-Pandemic Baseline,3033.23
Pre-Pandemic Baseline,2740.0
COVID-19 Collapse,977.94
COVID-19 Collapse,1049.02
COVID-19 Collapse,1221.78
COVID-19 Collapse,1037.24
COVID-19 Collapse,1327.26
COVID-19 Collapse,1432.39
COVID-19 Collapse,1258.53
COVID-19 Collapse,1191.63
COVID-19 Collapse,1149.08
COVID-19 Collapse,948.09
COVID-19 Collapse,957.67
COVID-19 Collapse,1793.24
COVID-19 Collapse,903.41
COVID-19 Collapse,1226.44
COVID-19 Collapse,1536.19
Recovery & Surge,3391.32
Recovery & Surge,3414.68
Recovery & Surge,3681.53
Recovery & Surge,3531.41
Recovery & Surge,3907.26
Recovery & Surge,3589.75
Recovery & Surge,3824.77
Recovery & Surge,3592.94
Recovery & Surge,3737.18
Ukraine War Shock,4810.3
Ukraine War Shock,4825.43
Ukraine War Shock,5125.4
Ukraine War Shock,5235.01
Ukraine War Shock,3887.11
Ukraine War Shock,4611.52
Ukraine War Shock,4031.39
Ukraine War Shock,4584.37
Ukraine War Shock,4061.2
Ukraine War Shock,4463.19
Stabilisation,3415.6
Stabilisation,2867.77
Stabilisation,3561.26
Stabilisation,3073.52
Stabilisation,3489.6
Stabilisation,3898.25
Stabilisation,3399.48
Stabilisation,3167.49
Stabilisation,2831.9
Gaza-Israel Conflict,2898.04
Gaza-Israel Conflict,3068.96
Gaza-Israel Conflict,3047.92
Gaza-Israel Conflict,3092.19
Gaza-Israel Conflict,3531.39
Gaza-Israel Conflict,3493.67
Gaza-Israel Conflict,3398.27
Gaza-Israel Conflict,3175.66
Gaza-Israel Conflict,3627.17
Gaza-Israel Conflict,3184.85
Gaza-Israel Conflict,3693.06
Gaza-Israel Conflict,3285.42
Gaza-Israel Conflict,3711.8
Gaza-Israel Conflict,3370.88
Pre-Iran Escalation,3021.39
Pre-Iran Escalation,3032.82
Pre-Iran Escalation,3980.89
Pre-Iran Escalation,3704.2
Pre-Iran Escalation,3484.94
Pre-Iran Escalation,3367.24
Pre-Iran Escalation,3193.64
Pre-Iran Escalation,3528.51
Pre-Iran Escalation,3097.83
Pre-Iran Escalation,3645.34
Pre-Iran Escalation,3591.26
Pre-Iran Escalation,3130.19
US-Iran War Conflict,7586.79
US-Iran War Conflict,7633.12
US-Iran War Conflict,7909.45
US-Iran War Conflict,6947.2
Pre-Pandemic Baseline,1265.94
Pre-Pandemic Baseline,1341.73
Pre-Pandemic Baseline,1380.47
Pre-Pandemic Baseline,1283.54
Pre-Pandemic Baseline,1209.25
Pre-Pandemic Baseline,1301.32
Pre-Pandemic Baseline,1095.45
Pre-Pandemic Baseline,1141.55
Pre-Pandemic Baseline,1162.24
Pre-Pandemic Baseline,1374.53
Pre-Pandemic Baseline,1259.87
Pre-Pandemic Baseline,1196.17
Pre-Pandemic Baseline,1175.49
Pre-Pandemic Baseline,1196.11
COVID-19 Collapse,362.82
COVID-19 Collapse,489.23
COVID-19 Collapse,423.22
COVID-19 Collapse,369.45
COVID-19 Collapse,528.73
COVID-19 Collapse,388.5
COVID-19 Collapse,382.77
COVID-19 Collapse,452.37
COVID-19 Collapse,558.89
COVID-19 Collapse,405.65
COVID-19 Collapse,711.07
COVID-19 Collapse,558.11
COVID-19 Collapse,365.91
COVID-19 Collapse,426.14
COVID-19 Collapse,674.82
Recovery & Surge,1358.15
Recovery & Surge,1362.19
Recovery & Surge,1330.59
Recovery & Surge,1355.56
Recovery & Surge,1425.61
Recovery & Surge,1609.33
Recovery & Surge,1685.28
Recovery & Surge,1542.61
Recovery & Surge,1427.2
Ukraine War Shock,1864.28
Ukraine War Shock,1888.81
Ukraine War Shock,2025.83
Ukraine War Shock,2057.57
Ukraine War Shock,1623.23
Ukraine War Shock,1959.78
Ukraine War Shock,1892.01
Ukraine War Shock,1626.11
Ukraine War Shock,1922.4
Ukraine War Shock,2011.43
Stabilisation,1486.18
Stabilisation,1254.76
Stabilisation,1432.95
Stabilisation,1239.67
Stabilisation,1355.23
Stabilisation,1362.55
Stabilisation,1312.84
Stabilisation,1371.34
Stabilisation,1157.58
Gaza-Israel Conflict,1420.37
Gaza-Israel Conflict,1261.05
Gaza-Israel Conflict,1425.26
Gaza-Israel Conflict,1389.48
Gaza-Israel Conflict,1352.29
Gaza-Israel Conflict,1651.55
Gaza-Israel Conflict,1304.12
Gaza-Israel Conflict,1425.58
Gaza-Israel Conflict,1344.09
Gaza-Israel Conflict,1388.83
Gaza-Israel Conflict,1525.68
Gaza-Israel Conflict,1312.92
Gaza-Israel Conflict,1511.16
Gaza-Israel Conflict,1532.9
Pre-Iran Escalation,1247.11
Pre-Iran Escalation,1420.19
Pre-Iran Escalation,1487.86
Pre-Iran Escalation,1671.17
Pre-Iran Escalation,1651.18
Pre-Iran Escalation,1656.44
Pre-Iran Escalation,1442.65
Pre-Iran Escalation,1395.63
Pre-Iran Escalation,1501.57
Pre-Iran Escalation,1449.52
Pre-Iran Escalation,1302.51
Pre-Iran Escalation,1469.81
US-Iran War Conflict,3045.94
US-Iran War Conflict,3520.39
US-Iran War Conflict,2667.58
US-Iran War Conflict,3136.08
Pre-Pandemic Baseline,447.91
Pre-Pandemic Baseline,389.38
Pre-Pandemic Baseline,411.9
Pre-Pandemic Baseline,446.89
Pre-Pandemic Baseline,414.59
Pre-Pandemic Baseline,437.12
Pre-Pandemic Baseline,418.07
Pre-Pandemic Baseline,464.51
Pre-Pandemic Baseline,395.23
Pre-Pandemic Baseline,474.02
Pre-Pandemic Baseline,392.63
Pre-Pandemic Baseline,428.18
Pre-Pandemic Baseline,390.38
Pre-Pandemic Baseline,390.73
COVID-19 Collapse,125.75
COVID-19 Collapse,121.2
COVID-19 Collapse,131.34
COVID-19 Collapse,182.58
COVID-19 Collapse,128.42
COVID-19 Collapse,127.9
COVID-19 Collapse,150.12
COVID-19 Collapse,150.16
COVID-19 Collapse,142.16
COVID-19 Collapse,192.05
COVID-19 Collapse,247.98
COVID-19 Collapse,148.8
COVID-19 Collapse,239.34
COVID-19 Collapse,187.69
COVID-19 Collapse,241.33
Recovery & Surge,548.13
Recovery & Surge,524.14
Recovery & Surge,570.4
Recovery & Surge,459.3
Recovery & Surge,602.41
Recovery & Surge,578.53
Recovery & Surge,513.69
Recovery & Surge,573.07
Recovery & Surge,553.02
Ukraine War Shock,683.94
Ukraine War Shock,709.8
Ukraine War Shock,604.0
Ukraine War Shock,649.66
Ukraine War Shock,565.14
Ukraine War Shock,668.05
Ukraine War Shock,558.44
Ukraine War Shock,637.38
Ukraine War Shock,608.17
Ukraine War Shock,598.54
Stabilisation,462.37
Stabilisation,443.97
Stabilisation,529.3
Stabilisation,489.29
Stabilisation,440.24
Stabilisation,545.18
Stabilisation,461.13
Stabilisation,448.48
Stabilisation,474.72
Gaza-Israel Conflict,458.78
Gaza-Israel Conflict,441.23
Gaza-Israel Conflict,509.65
Gaza-Israel Conflict,465.88
Gaza-Israel Conflict,524.33
Gaza-Israel Conflict,523.45
Gaza-Israel Conflict,469.92
Gaza-Israel Conflict,471.93
Gaza-Israel Conflict,541.36
Gaza-Israel Conflict,466.0
Gaza-Israel Conflict,473.37
Gaza-Israel Conflict,442.26
Gaza-Israel Conflict,452.07
Gaza-Israel Conflict,463.03
Pre-Iran Escalation,463.71
Pre-Iran Escalation,473.89
Pre-Iran Escalation,472.23
Pre-Iran Escalation,551.15
Pre-Iran Escalation,571.81
Pre-Iran Escalation,558.55
Pre-Iran Escalation,441.33
Pre-Iran Escalation,461.05
Pre-Iran Escalation,440.1
Pre-Iran Escalation,510.47
Pre-Iran Escalation,513.46
Pre-Iran Escalation,510.99
US-Iran War Conflict,1044.2
US-Iran War Conflict,833.31
US-Iran War Conflict,917.95
US-Iran War Conflict,1331.41
Pre-Pandemic Baseline,65.88
Pre-Pandemic Baseline,68.54
Pre-Pandemic Baseline,66.88
Pre-Pandemic Baseline,61.05
Pre-Pandemic Baseline,70.2
Pre-Pandemic Baseline,75.92
Pre-Pandemic Baseline,73.4
Pre-Pandemic Baseline,74.6
Pre-Pandemic Baseline,72.5
Pre-Pandemic Baseline,71.86
Pre-Pandemic Baseline,71.84
Pre-Pandemic Baseline,65.59
Pre-Pandemic Baseline,74.46
Pre-Pandemic Baseline,73.62
COVID-19 Collapse,20.09
COVID-19 Collapse,22.83
COVID-19 Collapse,23.14
COVID-19 Collapse,23.8
COVID-19 Collapse,20.28
COVID-19 Collapse,21.82
COVID-19 Collapse,26.57
COVID-19 Collapse,34.46
COVID-19 Collapse,18.92
COVID-19 Collapse,22.66
COVID-19 Collapse,27.44
COVID-19 Collapse,25.82
COVID-19 Collapse,37.28
COVID-19 Collapse,25.59
COVID-19 Collapse,34.63
Recovery & Surge,85.55
Recovery & Surge,82.07
Recovery & Surge,77.58
Recovery & Surge,96.53
Recovery & Surge,98.81
Recovery & Surge,109.81
Recovery & Surge,103.57
Recovery & Surge,78.62
Recovery & Surge,89.04
Ukraine War Shock,131.3
Ukraine War Shock,130.45
Ukraine War Shock,110.82
Ukraine War Shock,106.45
Ukraine War Shock,93.33
Ukraine War Shock,103.39
Ukraine War Shock,97.81
Ukraine War Shock,95.71
Ukraine War Shock,108.21
Ukraine War Shock,105.26
Stabilisation,70.54
Stabilisation,72.17
Stabilisation,75.7
Stabilisation,78.15
Stabilisation,91.62
Stabilisation,85.19
Stabilisation,80.5
Stabilisation,87.26
Stabilisation,69.38
Gaza-Israel Conflict,73.37
Gaza-Israel Conflict,81.03
Gaza-Israel Conflict,79.67
Gaza-Israel Conflict,82.94
Gaza-Israel Conflict,81.35
Gaza-Israel Conflict,87.87
Gaza-Israel Conflict,83.6
Gaza-Israel Conflict,70.64
Gaza-Israel Conflict,83.32
Gaza-Israel Conflict,82.87
Gaza-Israel Conflict,83.08
Gaza-Israel Conflict,71.66
Gaza-Israel Conflict,89.85
Gaza-Israel Conflict,91.67
Pre-Iran Escalation,76.31
Pre-Iran Escalation,75.18
Pre-Iran Escalation,88.71
Pre-Iran Escalation,93.51
Pre-Iran Escalation,73.47
Pre-Iran Escalation,86.19
Pre-Iran Escalation,67.74
Pre-Iran Escalation,83.6
Pre-Iran Escalation,77.35
Pre-Iran Escalation,90.43
Pre-Iran Escalation,88.82
Pre-Iran Escalation,82.6
US-Iran War Conflict,191.73
US-Iran War Conflict,150.88
US-Iran War Conflict,149.78
US-Iran War Conflict,185.99
Pre-Pandemic Baseline,140.92
Pre-Pandemic Baseline,150.07
Pre-Pandemic Baseline,148.11
Pre-Pandemic Baseline,154.95
Pre-Pandemic Baseline,182.75
Pre-Pandemic Baseline,176.99
Pre-Pandemic Baseline,146.61
Pre-Pandemic Baseline,156.31
Pre-Pandemic Baseline,162.92
Pre-Pandemic Baseline,154.73
Pre-Pandemic Baseline,162.13
Pre-Pandemic Baseline,171.18
Pre-Pandemic Baseline,178.58
Pre-Pandemic Baseline,163.41
COVID-19 Collapse,39.74
COVID-19 Collapse,44.39
COVID-19 Collapse,36.56
COVID-19 Collapse,71.42
COVID-19 Collapse,50.52
COVID-19 Collapse,67.27
COVID-19 Collapse,65.86
COVID-19 Collapse,60.96
COVID-19 Collapse,47.77
COVID-19 Collapse,74.1
COVID-19 Collapse,46.25
COVID-19 Collapse,76.35
COVID-19 Collapse,64.24
COVID-19 Collapse,97.77
COVID-19 Collapse,60.38
Recovery & Surge,196.95
Recovery & Surge,204.35
Recovery & Surge,169.86
Recovery & Surge,201.97
Recovery & Surge,238.29
Recovery & Surge,192.04
Recovery & Surge,193.14
Recovery & Surge,206.35
Recovery & Surge,195.12
Ukraine War Shock,245.41
Ukraine War Shock,306.51
Ukraine War Shock,254.49
Ukraine War Shock,248.0
Ukraine War Shock,239.88
Ukraine War Shock,266.76
Ukraine War Shock,218.38
Ukraine War Shock,245.93
Ukraine War Shock,223.89
Ukraine War Shock,219.72
Stabilisation,188.84
Stabilisation,170.36
Stabilisation,178.14
Stabilisation,200.52
Stabilisation,191.48
Stabilisation,186.43
Stabilisation,164.3
Stabilisation,194.96
Stabilisation,147.87
Gaza-Israel Conflict,193.89
Gaza-Israel Conflict,149.24
Gaza-Israel Conflict,178.21
Gaza-Israel Conflict,171.86
Gaza-Israel Conflict,179.21
Gaza-Israel Conflict,173.23
Gaza-Israel Conflict,171.97
Gaza-Israel Conflict,199.12
Gaza-Israel Conflict,169.82
Gaza-Israel Conflict,193.88
Gaza-Israel Conflict,216.89
Gaza-Israel Conflict,164.77
Gaza-Israel Conflict,213.97
Gaza-Israel Conflict,175.55
Pre-Iran Escalation,180.45
Pre-Iran Escalation,158.19
Pre-Iran Escalation,181.91
Pre-Iran Escalation,199.25
Pre-Iran Escalation,207.36
Pre-Iran Escalation,195.9
Pre-Iran Escalation,181.58
Pre-Iran Escalation,189.16
Pre-Iran Escalation,195.9
Pre-Iran Escalation,185.77
Pre-Iran Escalation,187.23
Pre-Iran Escalation,208.32
US-Iran War Conflict,352.68
US-Iran War Conflict,460.06
US-Iran War Conflict,503.81
US-Iran War Conflict,448.34
Pre-Pandemic Baseline,2969.14
Pre-Pandemic Baseline,3235.55
Pre-Pandemic Baseline,3182.52
Pre-Pandemic Baseline,2725.66
Pre-Pandemic Baseline,2796.28
Pre-Pandemic Baseline,2956.42
Pre-Pandemic Baseline,3052.07
Pre-Pandemic Baseline,2918.28
Pre-Pandemic Baseline,2911.11
Pre-Pandemic Baseline,3028.63
Pre-Pandemic Baseline,3113.03
Pre-Pandemic Baseline,3203.61
Pre-Pandemic Baseline,2784.1
Pre-Pandemic Baseline,3102.9
COVID-19 Collapse,902.9
COVID-19 Collapse,816.64
COVID-19 Collapse,699.8
COVID-19 Collapse,1237.92
COVID-19 Collapse,761.04
COVID-19 Collapse,1130.98
COVID-19 Collapse,999.83
COVID-19 Collapse,1427.82
COVID-19 Collapse,765.0
COVID-19 Collapse,1036.12
COVID-19 Collapse,1517.95
COVID-19 Collapse,1481.32
COVID-19 Collapse,1390.85
COVID-19 Collapse,1527.56
COVID-19 Collapse,1002.06
Recovery & Surge,3608.07
Recovery & Surge,3314.12
Recovery & Surge,3727.24
Recovery & Surge,3412.44
Recovery & Surge,4520.73
Recovery & Surge,3961.42
Recovery & Surge,3910.44
Recovery & Surge,3846.78
Recovery & Surge,3745.38
Ukraine War Shock,5177.81
Ukraine War Shock,4786.35
Ukraine War Shock,4337.46
Ukraine War Shock,4221.36
Ukraine War Shock,4717.29
Ukraine War Shock,4548.68
Ukraine War Shock,3983.5
Ukraine War Shock,4405.9
Ukraine War Shock,4576.24
Ukraine War Shock,4202.31
Stabilisation,3017.96
Stabilisation,3306.16
Stabilisation,3721.97
Stabilisation,3476.73
Stabilisation,3702.78
Stabilisation,3357.79
Stabilisation,3574.36
Stabilisation,3703.68
Stabilisation,3413.16
Gaza-Israel Conflict,3513.6
Gaza-Israel Conflict,3006.32
Gaza-Israel Conflict,3389.09
Gaza-Israel Conflict,3345.21
Gaza-Israel Conflict,3374.11
Gaza-Israel Conflict,3613.49
Gaza-Israel Conflict,3360.16
Gaza-Israel Conflict,2917.19
Gaza-Israel Conflict,3307.63
Gaza-Israel Conflict,3388.45
Gaza-Israel Conflict,3319.67
Gaza-Israel Conflict,2975.7
Gaza-Israel Conflict,3341.67
Gaza-Israel Conflict,3654.3
Pre-Iran Escalation,2987.54
Pre-Iran Escalation,3105.35
Pre-Iran Escalation,3390.96
Pre-Iran Escalation,3812.28
Pre-Iran Escalation,3747.31
Pre-Iran Escalation,3690.07
Pre-Iran Escalation,3533.27
Pre-Iran Escalation,3610.19
Pre-Iran Escalation,3671.15
Pre-Iran Escalation,3080.02
Pre-Iran Escalation,3433.43
Pre-Iran Escalation,3088.82
US-Iran War Conflict,6661.54
US-Iran War Conflict,7397.33
US-Iran War Conflict,7996.56
US-Iran War Conflict,8497.31
Pre-Pandemic Baseline,1222.86
Pre-Pandemic Baseline,1230.44
Pre-Pandemic Baseline,1295.77
Pre-Pandemic Baseline,1115.04
Pre-Pandemic Baseline,1293.83
Pre-Pandemic Baseline,1192.04
Pre-Pandemic Baseline,1079.94
Pre-Pandemic Baseline,1205.47
Pre-Pandemic Baseline,1331.33
Pre-Pandemic Baseline,1276.54
Pre-Pandemic Baseline,1177.25
Pre-Pandemic Baseline,1244.74
Pre-Pandemic Baseline,1254.3
Pre-Pandemic Baseline,1210.8
COVID-19 Collapse,433.2
COVID-19 Collapse,459.86
COVID-19 Collapse,427.57
COVID-19 Collapse,565.75
COVID-19 Collapse,389.34
COVID-19 Collapse,308.02
COVID-19 Collapse,577.49
COVID-19 Collapse,361.14
COVID-19 Collapse,361.45
COVID-19 Collapse,484.3
COVID-19 Collapse,482.35
COVID-19 Collapse,731.3
COVID-19 Collapse,544.82
COVID-19 Collapse,531.53
COVID-19 Collapse,758.81
Recovery & Surge,1586.45
Recovery & Surge,1691.02
Recovery & Surge,1775.43
Recovery & Surge,1533.79
Recovery & Surge,1760.87
Recovery & Surge,1484.45
Recovery & Surge,1635.16
Recovery & Surge,1636.6
Recovery & Surge,1373.72
Ukraine War Shock,2230.32
Ukraine War Shock,2131.4
Ukraine War Shock,1964.05
Ukraine War Shock,1971.9
Ukraine War Shock,1815.04
Ukraine War Shock,1801.5
Ukraine War Shock,1912.27
Ukraine War Shock,1933.95
Ukraine War Shock,1832.66
Ukraine War Shock,2065.08
Stabilisation,1263.78
Stabilisation,1406.34
Stabilisation,1417.93
Stabilisation,1316.65
Stabilisation,1512.97
Stabilisation,1455.3
Stabilisation,1244.52
Stabilisation,1465.17
Stabilisation,1379.1
Gaza-Israel Conflict,1457.3
Gaza-Israel Conflict,1389.01
Gaza-Israel Conflict,1287.93
Gaza-Israel Conflict,1326.91
Gaza-Israel Conflict,1173.11
Gaza-Israel Conflict,1489.44
Gaza-Israel Conflict,1431.22
Gaza-Israel Conflict,1180.0
Gaza-Israel Conflict,1342.07
Gaza-Israel Conflict,1393.73
Gaza-Israel Conflict,1609.0
Gaza-Israel Conflict,1283.95
Gaza-Israel Conflict,1427.29
Gaza-Israel Conflict,1514.3
Pre-Iran Escalation,1245.51
Pre-Iran Escalation,1486.67
Pre-Iran Escalation,1611.0
Pre-Iran Escalation,1327.95
Pre-Iran Escalation,1495.62
Pre-Iran Escalation,1450.38
Pre-Iran Escalation,1419.6
Pre-Iran Escalation,1500.98
Pre-Iran Escalation,1330.92
Pre-Iran Escalation,1491.35
Pre-Iran Escalation,1347.51
Pre-Iran Escalation,1588.83
US-Iran War Conflict,2643.47
